"RID","ClustSeg","Easy_Reservation","Preferred_Seats","Flight_Options","Ticket_Prices","Seat_Comfort","Seat_Roominess","Overhead_Storage","Clean_Aircraft","Courtesy","Friendliness","Helpfulness","Service","Satisfaction","Recommend","Language","Smoker","Employment","Education","Marital","Sex","Age","Income","FlyAgain","FlyAgain2","Easy_Reservation.1","Preferred_Seats.1","Flight_Options.1","Ticket_Prices.1","Seat_Comfort.1","Seat_Roominess.1","Overhead_Storage.1","Clean_Aircraft.1","Courtesy.1","Friendliness.1","Helpfulness.1","Service.1"
817,"Seg6",9,6,8,7,9,9,9,6,9,9,9,8,7,9,"English","No","Not employed","College diploma","Single, never married, not living with a life partner","Male","24 or younger","$20000 to $29999","1","Yes","Strongly Agree","6","8","7","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","8"
818,"Seg3",9,5,7,7,8,9,9,9,9,9,9,8,8,7,"English","Yes","Fully employed","No certificate, diploma or degree",,"Female","35 to 44","$40000 to $49999","1","Yes","Strongly Agree","5","7","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
819,"Seg6",9,7,9,7,8,9,9,9,9,8,9,9,9,8,,"No","Fully employed","No certificate, diploma or degree","Widowed","Female","35 to 44","$20000 to $29999","1","Yes","Strongly Agree","7","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
820,"Seg3",9,9,8,4,9,9,7,7,9,8,8,9,8,7,"English","No","Fully employed","High school diploma or certificate","Living common law","Male","65 to 74","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","8","4","Strongly Agree","Strongly Agree","7","7","Strongly Agree","8","8","Strongly Agree"
821,"Seg3",7,7,6,9,9,9,9,8,9,7,9,7,9,9,"English","No","Fully employed","College diploma","Single, never married, not living with a life partner","Male","24 or younger","$60000 to $69999","1","Yes","7","7","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","7","Strongly Agree","7"
822,"Seg7",9,5,5,5,5,8,8,8,7,8,7,7,9,7,"English","No","Not employed",,"Married","Female","24 or younger","$60000 to $69999","1","Yes","Strongly Agree","5","5","5","5","8","8","8","7","8","7","7"
823,"Seg1",9,9,8,8,4,2,8,9,8,9,9,9,7,6,"Spanish","No",,"High school diploma or certificate","Married","Female","35 to 44","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","8","8","4","2","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
824,"Seg1",9,7,8,9,7,6,4,6,9,9,9,9,7,5,"English","Yes","Fully employed","High school diploma or certificate","Living common law","Female","65 to 74","$70000 to $79999","1","Yes","Strongly Agree","7","8","Strongly Agree","7","6","4","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
825,"Seg8",8,9,8,6,7,7,7,8,9,7,8,8,8,7,"English","No","Not employed","High school diploma or certificate","Separated, not living with a life partner","Male","35 to 44","$40000 to $49999","1","Yes","8","Strongly Agree","8","6","7","7","7","8","Strongly Agree","7","8","8"
826,"Seg3",9,8,6,6,9,8,8,9,8,9,9,9,9,6,"English","No","Employed part-time","Bachelor's degree","Living common law","Male","24 or younger","$100000 to $149999","1","Yes","Strongly Agree","8","6","6","Strongly Agree","8","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
827,"Seg6",9,9,9,9,9,6,8,6,9,9,8,9,9,8,"Spanish",,"Not employed","College diploma","Married","Male",,"$70000 to $79999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","6","8","6","Strongly Agree","Strongly Agree","8","Strongly Agree"
828,"Seg1",9,9,6,6,8,4,2,6,9,9,9,9,7,4,"English","No","Employed part-time","Bachelor's degree",,"Male","45 to 54","$30000 to $39999","0","No","Strongly Agree","Strongly Agree","6","6","8","4","2","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
829,"Seg6",8,9,8,7,9,9,9,8,9,9,9,9,8,9,"English","No","Fully employed","High school diploma or certificate","Living common law","Male","55 to 64","$30000 to $39999","1","Yes","8","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
830,"Seg8",8,6,8,8,7,7,6,8,8,7,8,8,6,8,"English","Yes","Not employed","High school diploma or certificate",,"Female","75 to 84","$50000 to $59999","1","Yes","8","6","8","8","7","7","6","8","8","7","8","8"
831,"Seg4",9,9,9,5,4,3,1,3,6,4,4,4,8,9,"Italian","No","Fully employed","Bachelor's degree","Living common law","Female","55 to 64","$40000 to $49999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","5","4","3","Strongly Disagree","3","6","4","4","4"
832,"Seg6",9,8,8,8,9,9,7,9,9,9,9,9,8,9,"Italian","No","Not employed","trades certificate","Married","Female","55 to 64",,"1","Yes","Strongly Agree","8","8","8","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
833,"Seg3",9,9,6,5,8,7,7,8,9,9,9,9,9,7,"English","Yes","Fully employed","College diploma","Married","Male","85 to 94","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","6","5","8","7","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
834,"Seg6",9,9,8,8,9,9,6,6,7,9,8,9,9,8,"English","No","Employed part-time","University certificate below bachelor level","Married","Male","75 to 84","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","8","8","Strongly Agree","Strongly Agree","6","6","7","Strongly Agree","8","Strongly Agree"
835,"Seg7",9,4,7,4,9,8,6,9,9,9,9,9,7,7,"English","No","Not employed","Bachelor's degree",,,"24 or younger","Less than $20,000","1","Yes","Strongly Agree","4","7","4","Strongly Agree","8","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
836,"Seg1",9,7,5,9,6,7,7,5,9,9,9,8,8,8,"Italian","No","Fully employed","High school diploma or certificate","Married","Male","24 or younger","$30000 to $39999","0","No","Strongly Agree","7","5","Strongly Agree","6","7","7","5","Strongly Agree","Strongly Agree","Strongly Agree","8"
837,"Seg3",8,9,5,6,9,9,8,9,8,6,8,8,8,7,"English","No","Employed part-time","College diploma",,"Female","65 to 74","$70000 to $79999","1","Yes","8","Strongly Agree","5","6","Strongly Agree","Strongly Agree","8","Strongly Agree","8","6","8","8"
838,"Seg3",7,7,7,7,7,9,9,9,9,9,9,9,9,8,"Spanish","No","Not employed","High school diploma or certificate","Married","Male",,"$60000 to $69999","1","Yes","7","7","7","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
839,"Seg1",9,6,9,9,9,6,7,3,9,7,9,8,7,7,"Spanish",,"Not employed","High school diploma or certificate","Single, never married, not living with a life partner","Female","75 to 84",,"1","Yes","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","6","7","3","Strongly Agree","7","Strongly Agree","8"
840,"Seg4",9,4,5,6,9,8,6,9,8,8,6,5,7,4,"Spanish",,"Fully employed","No certificate, diploma or degree","Divorced, not living with a life partner",,"35 to 44","$90000 to $99999","0","No","Strongly Agree","4","5","6","Strongly Agree","8","6","Strongly Agree","8","8","6","5"
841,"Seg4",6,6,4,5,6,8,5,9,8,8,6,5,6,5,"French","No","Employed part-time","No certificate, diploma or degree","Married","Female","24 or younger","$40000 to $49999","0","No","6","6","4","5","6","8","5","Strongly Agree","8","8","6","5"
842,"Seg3",9,8,4,6,9,9,7,9,5,8,6,8,5,6,"English","No","Employed part-time",,"Married","Female","45 to 54","$40000 to $49999","0","No","Strongly Agree","8","4","6","Strongly Agree","Strongly Agree","7","Strongly Agree","5","8","6","8"
843,"Seg1",9,8,6,8,4,6,5,5,9,8,7,9,7,7,"English","No","Employed part-time","No certificate, diploma or degree","Living common law","Male","45 to 54","$20000 to $29999","0","No","Strongly Agree","8","6","8","4","6","5","5","Strongly Agree","8","7","Strongly Agree"
844,"Seg8",9,7,9,9,9,6,5,7,9,5,7,8,6,6,"English","No","Employed part-time","trades certificate","Living common law",,"65 to 74","$80000 to $89999","0","No","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","6","5","7","Strongly Agree","5","7","8"
845,"Seg6",8,8,8,8,9,5,7,7,9,9,8,9,8,9,"English","No","Employed part-time","High school diploma or certificate","Separated, not living with a life partner","Female","85 to 94",,"0","No","8","8","8","8","Strongly Agree","5","7","7","Strongly Agree","Strongly Agree","8","Strongly Agree"
846,"Seg6",9,7,9,6,9,9,9,9,8,9,9,9,9,6,"English","No","Not employed","trades certificate","Living common law","Male",,"$50000 to $59999","0","No","Strongly Agree","7","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
847,"Seg6",8,7,9,9,9,9,9,9,9,9,9,9,9,9,"French","No","Not employed","High school diploma or certificate","Single, never married, not living with a life partner","Male","25 to 34","$30000 to $39999","0","No","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
848,"Seg6",8,7,7,8,9,9,8,8,8,9,7,7,9,9,"English","Yes","Fully employed","College diploma","Living common law","Female","45 to 54","$20000 to $29999","1","Yes","8","7","7","8","Strongly Agree","Strongly Agree","8","8","8","Strongly Agree","7","7"
849,"Seg6",9,9,9,9,9,9,9,9,9,9,9,9,9,9,"Italian","Yes","Employed part-time","University certificate above bachelor's degree","Widowed","Male","24 or younger","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
850,"Seg3",8,6,8,7,7,8,7,9,9,9,6,8,9,8,"English","No","Not employed","Bachelor's degree","Married","Female","55 to 64","$150,000 to $174,999","1","Yes","8","6","8","7","7","8","7","Strongly Agree","Strongly Agree","Strongly Agree","6","8"
851,"Seg8",9,6,7,5,7,6,5,6,9,4,6,8,9,9,"English","Yes","Not employed","High school diploma or certificate","Living common law","Female","55 to 64","$90000 to $99999","0","No","Strongly Agree","6","7","5","7","6","5","6","Strongly Agree","4","6","8"
852,"Seg6",9,9,9,9,7,9,8,9,9,9,9,9,9,9,"English","Yes","Fully employed",,"Married","Female","25 to 34","$100000 to $149999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
853,"Seg6",8,5,9,9,7,8,6,9,9,9,9,9,9,9,"English","No","Employed part-time","No certificate, diploma or degree","Single, never married, not living with a life partner","Male","24 or younger","$175,000 to $199,999,","0","No","8","5","Strongly Agree","Strongly Agree","7","8","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
854,"Seg6",9,9,9,6,9,9,9,8,9,8,9,8,9,9,"Spanish","Yes","Employed part-time","Bachelor's degree","Married","Male","75 to 84","$50000 to $59999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","8","Strongly Agree","8"
855,"Seg3",7,8,8,6,7,9,6,9,7,9,9,8,8,8,"English","No","Fully employed","College diploma",,"Male","65 to 74","$70000 to $79999","0","No","7","8","8","6","7","Strongly Agree","6","Strongly Agree","7","Strongly Agree","Strongly Agree","8"
856,"Seg6",8,7,9,7,9,9,8,7,9,9,9,9,9,9,,"Yes","Not employed","College diploma","Divorced, not living with a life partner","Male",,"$20000 to $29999","0","No","8","7","Strongly Agree","7","Strongly Agree","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
857,"Seg7",7,5,2,3,9,9,9,9,9,9,9,9,6,7,,"No","Not employed","High school diploma or certificate","Married","Female","85 to 94","$40000 to $49999","0","No","7","5","2","3","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
858,"Seg4",8,4,3,5,6,6,1,6,8,7,7,6,9,4,"English","No","Fully employed","College diploma","Living common law","Female","24 or younger","$20000 to $29999","1","Yes","8","4","3","5","6","6","Strongly Disagree","6","8","7","7","6"
859,"Seg1",8,6,8,4,5,4,5,7,9,9,9,9,9,2,,"No",,"No certificate, diploma or degree",,"Male","65 to 74","$70000 to $79999","0","No","8","6","8","4","5","4","5","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
860,"Seg4",6,7,2,3,5,7,6,5,7,7,5,7,7,4,"French","No","Fully employed","Bachelor's degree","Single, never married, not living with a life partner","Male","85 to 94","$175,000 to $199,999,","0","No","6","7","2","3","5","7","6","5","7","7","5","7"
861,"Seg3",9,6,6,5,9,9,6,5,9,9,9,9,9,9,"Spanish","No",,"trades certificate","Single, never married, not living with a life partner","Female","65 to 74","$50000 to $59999","0","No","Strongly Agree","6","6","5","Strongly Agree","Strongly Agree","6","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
862,"Seg1",7,5,7,6,6,7,4,6,9,8,9,7,6,8,"English","No","Not employed","High school diploma or certificate","Married","Male","35 to 44","$30000 to $39999","1","Yes","7","5","7","6","6","7","4","6","Strongly Agree","8","Strongly Agree","7"
863,"Seg1",9,8,5,9,7,5,9,7,9,9,9,9,9,7,"English","No","Fully employed","High school diploma or certificate","Single, never married, not living with a life partner","Female","75 to 84",,"1","Yes","Strongly Agree","8","5","Strongly Agree","7","5","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
864,"Seg4",5,7,4,3,7,8,8,5,5,6,9,8,5,5,"English",,"Employed part-time","High school diploma or certificate","Living common law","Male",,"$80000 to $89999","0","No","5","7","4","3","7","8","8","5","5","6","Strongly Agree","8"
865,"Seg6",9,9,7,9,9,9,5,9,9,9,9,9,9,9,"English","Yes","Fully employed","College diploma","Married","Male","24 or younger",,"1","Yes","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
866,"Seg6",9,5,8,9,8,8,9,9,9,9,9,9,9,9,"French","No","Fully employed","trades certificate","Living common law","Male","35 to 44","$175,000 to $199,999,","0","No","Strongly Agree","5","8","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
867,"Seg1",8,8,6,8,9,5,7,8,7,8,9,9,8,8,"French","No","Employed part-time","Bachelor's degree","Separated, not living with a life partner","Male","24 or younger",,"1","Yes","8","8","6","8","Strongly Agree","5","7","8","7","8","Strongly Agree","Strongly Agree"
868,"Seg3",9,7,5,5,9,9,7,9,8,9,9,9,9,6,"English","No","Not employed","No certificate, diploma or degree","Married","Female","55 to 64","$50000 to $59999","0","No","Strongly Agree","7","5","5","Strongly Agree","Strongly Agree","7","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
869,"Seg1",9,5,8,7,4,4,5,8,9,9,6,6,9,8,"Italian","No","Fully employed","College diploma","Married",,"45 to 54","Less than $20,000","0","No","Strongly Agree","5","8","7","4","4","5","8","Strongly Agree","Strongly Agree","6","6"
870,"Seg1",9,9,7,8,6,8,5,6,7,9,9,9,7,8,"Spanish","No","Not employed","Bachelor's degree","Divorced, not living with a life partner","Male","65 to 74","$20000 to $29999","0","No","Strongly Agree","Strongly Agree","7","8","6","8","5","6","7","Strongly Agree","Strongly Agree","Strongly Agree"
871,"Seg3",9,7,6,5,8,9,7,9,8,8,8,7,8,8,"Spanish","No","Employed part-time","No certificate, diploma or degree","Married","Male","75 to 84","$30000 to $39999","1","Yes","Strongly Agree","7","6","5","8","Strongly Agree","7","Strongly Agree","8","8","8","7"
872,"Seg3",8,6,6,4,7,8,7,9,9,8,8,8,9,9,"Spanish","No","Fully employed","High school diploma or certificate","Living common law",,"75 to 84","$60000 to $69999","1","Yes","8","6","6","4","7","8","7","Strongly Agree","Strongly Agree","8","8","8"
873,"Seg6",9,8,7,7,9,6,9,8,9,7,9,9,9,9,"French","No","Employed part-time","No certificate, diploma or degree","Living common law","Female","24 or younger","$50000 to $59999","1","Yes","Strongly Agree","8","7","7","Strongly Agree","6","Strongly Agree","8","Strongly Agree","7","Strongly Agree","Strongly Agree"
874,"Seg7",8,7,6,4,9,8,8,7,9,9,8,9,9,5,"English","No","Employed part-time","College diploma",,"Male","24 or younger","$30000 to $39999","0","No","8","7","6","4","Strongly Agree","8","8","7","Strongly Agree","Strongly Agree","8","Strongly Agree"
875,"Seg3",9,8,8,5,9,9,8,9,8,8,7,8,8,5,"Italian","Yes","Not employed","trades certificate","Separated, not living with a life partner","Female",,"$60000 to $69999","0","No","Strongly Agree","8","8","5","Strongly Agree","Strongly Agree","8","Strongly Agree","8","8","7","8"
876,"Seg6",9,9,9,8,8,5,9,9,8,9,9,9,6,9,"Spanish","No","Not employed","No certificate, diploma or degree","Widowed","Male","24 or younger","$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","8","5","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
877,"Seg3",8,7,8,5,9,9,8,9,9,7,9,7,7,8,"French",,"Employed part-time","Bachelor's degree","Single, never married, not living with a life partner","Male","55 to 64","$200,000 or more","1","Yes","8","7","8","5","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","7","Strongly Agree","7"
878,"Seg3",9,9,5,9,9,8,9,9,9,9,9,9,6,5,"English","No","Employed part-time","High school diploma or certificate","Married","Male","35 to 44","$90000 to $99999","1","Yes","Strongly Agree","Strongly Agree","5","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
879,"Seg3",9,9,5,6,9,9,9,8,7,6,8,7,9,7,"Spanish","No","Employed part-time","College diploma","Single, never married, not living with a life partner","Female","35 to 44","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","5","6","Strongly Agree","Strongly Agree","Strongly Agree","8","7","6","8","7"
880,"Seg1",9,9,9,9,7,7,6,7,7,9,8,9,9,5,"French","No","Employed part-time","High school diploma or certificate","Married","Male","65 to 74","$80000 to $89999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","7","6","7","7","Strongly Agree","8","Strongly Agree"
881,"Seg8",9,9,9,9,7,6,6,9,6,7,4,5,8,9,"English","No","Fully employed",,"Married","Male","35 to 44","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","6","6","Strongly Agree","6","7","4","5"
